age,monthly_income,loan_amount,repayment_period,credit_history,device_change_count,ip_change_count,accounts_per_phone,recent_applications,id_reuse_flag,income_age_ratio,loan_income_ratio,night_application,vpn_usage,failed_kyc_attempts,multiple_ids_flag,app_completion_seconds,same_day_multiple_apps,fraud
53,24510,45898,12,6,9,7,4,0,0,462.4528,1.8726,0,0,4,0,1568,1,1
19,17120,453846,12,7,2,2,4,8,0,901.0526,26.5097,0,1,4,0,860,0,1
31,104847,266549,12,0,1,1,2,9,0,3382.1613,2.5423,1,0,2,0,3212,0,0
30,103575,490620,12,9,0,2,3,0,0,3452.5,4.7369,1,0,0,0,3181,0,0
46,272439,274006,12,3,5,6,2,0,0,5922.587,1.0058,0,0,3,0,1076,0,0
29,25460,186751,18,5,3,0,1,8,0,877.931,7.3351,0,0,2,0,2222,0,0
56,19963,291832,18,0,6,5,1,6,0,356.4821,14.6186,0,0,3,0,835,0,1
19,32328,49017,24,3,6,6,2,9,0,1701.4737,1.5162,1,0,1,0,1515,0,0
49,129034,490697,24,5,9,2,3,3,0,2633.3469,3.8029,0,0,4,0,456,0,1
30,26605,276083,36,6,0,6,4,2,0,886.8333,10.3771,0,0,2,0,3413,0,0
63,180885,244343,36,5,8,1,4,4,0,2871.1905,1.3508,1,0,0,0,3566,0,0
44,182443,488683,18,3,7,7,3,1,0,4146.4318,2.6786,0,0,4,0,1374,0,1
58,113241,367296,1,6,9,2,4,5,0,1952.431,3.2435,0,0,1,0,3367,0,0
34,196848,302729,6,9,0,6,4,5,0,5789.6471,1.5379,0,0,4,0,298,1,0
57,259289,379459,1,1,7,7,2,0,0,4548.9298,1.4635,0,0,4,0,1019,0,0
48,172984,105447,36,5,4,3,1,9,0,3603.8333,0.6096,0,0,3,0,2390,0,0
51,174446,244885,24,4,0,3,3,8,0,3420.5098,1.4038,0,0,1,0,1373,0,0
41,208374,240434,18,1,3,2,3,0,0,5082.2927,1.1539,0,0,0,0,2867,0,0
62,67784,155014,1,8,6,4,4,5,0,1093.2903,2.2869,0,0,4,0,153,0,1
52,26274,242147,6,6,4,5,4,6,0,505.2692,9.2162,1,0,4,0,1814,0,1
23,134994,399488,12,2,2,2,1,7,1,5869.3043,2.9593,0,1,0,0,2022,0,1
36,222220,438350,3,6,3,7,3,1,0,6172.7778,1.9726,0,0,0,0,3092,0,0
47,197070,156337,18,5,1,3,2,7,0,4192.9787,0.7933,0,0,2,0,3352,0,0
24,248768,255743,18,6,7,7,1,9,0,10365.3333,1.028,0,0,2,0,1202,0,0
27,173206,180264,6,3,1,3,2,1,0,6415.037,1.0407,0,1,4,0,2259,0,0
58,148435,160740,12,9,5,0,1,1,0,2559.2241,1.0829,0,0,2,0,76,0,0
49,297772,82560,12,7,6,1,2,8,1,6076.9796,0.2773,0,0,4,0,3383,0,1
51,74672,360579,3,7,6,0,2,6,0,1464.1569,4.8288,0,0,0,0,871,0,0
45,51246,70283,12,6,0,4,2,7,1,1138.8,1.3715,0,0,2,0,1789,0,1
32,94110,10297,6,6,7,1,3,0,0,2940.9375,0.1094,0,1,1,0,888,0,0
47,269954,65005,24,9,8,2,4,9,0,5743.7021,0.2408,0,0,1,0,483,0,0
54,195932,391977,12,7,6,2,3,5,0,3628.3704,2.0006,0,0,0,0,1291,0,0
46,213271,190506,24,0,7,4,2,0,0,4636.3261,0.8933,1,0,4,0,2366,0,0
39,76688,458965,36,5,3,5,4,4,0,1966.359,5.9848,0,0,1,0,2386,0,0
21,198435,395823,36,1,7,3,2,1,0,9449.2857,1.9947,0,0,2,0,2451,0,0
37,278306,131654,24,0,2,5,1,8,0,7521.7838,0.4731,0,0,3,0,2035,0,0
49,78535,191255,6,9,0,2,4,2,0,1602.7551,2.4353,1,0,4,0,1539,0,0
53,75864,87994,18,6,7,0,3,9,0,1431.3962,1.1599,0,0,2,0,1785,0,0
21,139693,57305,18,5,5,3,2,6,0,6652.0476,0.4102,0,0,4,0,528,1,1
44,123371,160045,18,4,8,2,4,1,1,2803.8864,1.2973,0,0,2,0,1548,0,1
34,94792,417333,1,4,2,3,3,9,0,2788.0,4.4026,0,1,0,0,308,0,0
29,180505,214058,18,8,7,5,1,3,0,6224.3103,1.1859,0,0,0,0,1494,0,0
39,262416,213143,6,8,8,1,2,9,0,6728.6154,0.8122,0,0,0,0,2489,0,0
34,71188,385832,3,5,8,2,3,2,0,2093.7647,5.4199,0,0,0,0,358,0,0
27,191023,226963,36,2,6,2,4,0,1,7074.9259,1.1881,0,0,2,0,2439,0,1
18,243188,270789,12,6,9,7,1,9,0,13510.4444,1.1135,0,0,1,1,1300,0,1
39,41558,305382,18,3,2,3,2,5,0,1065.5897,7.3483,1,0,2,0,1393,0,0
43,133938,70694,1,4,2,1,3,4,0,3114.8372,0.5278,1,0,2,0,820,0,0
35,151731,173845,36,6,1,0,1,5,0,4335.1714,1.1457,0,0,3,0,2402,0,0
31,277579,279930,36,6,0,7,1,0,0,8954.1613,1.0085,0,0,3,0,2863,0,0
64,255272,41693,24,9,1,1,3,7,0,3988.625,0.1633,0,0,2,0,1434,0,0
46,33067,359591,1,7,4,0,2,3,0,718.8478,10.8746,0,0,0,0,1253,0,0
29,92794,420794,6,0,0,6,3,6,0,3199.7931,4.5347,0,0,3,0,89,0,1
53,6379,440624,3,4,9,6,1,7,0,120.3585,69.0741,0,0,3,0,2277,0,0
52,113541,70702,18,8,3,7,1,2,0,2183.4808,0.6227,0,0,2,1,3103,0,1
29,224499,347989,18,6,9,4,4,3,1,7741.3448,1.5501,0,0,4,0,1644,0,1
24,119634,278220,1,1,9,5,2,8,0,4984.75,2.3256,0,1,3,0,676,0,0
46,258579,282521,6,0,0,7,3,8,0,5621.2826,1.0926,1,1,0,0,913,0,0
28,108915,141350,1,7,9,1,2,6,0,3889.8214,1.2978,1,0,2,0,1938,1,0
50,215494,459024,1,8,7,0,2,2,0,4309.88,2.1301,0,0,4,1,2461,0,1
23,221915,390512,3,9,4,3,1,3,0,9648.4783,1.7597,0,0,1,0,614,0,0
64,134560,34539,6,4,9,0,4,6,0,2102.5,0.2567,1,0,0,0,1502,0,0
32,160915,127552,3,5,3,4,3,5,0,5028.5938,0.7927,0,0,0,0,2191,0,0
49,141984,143512,6,1,2,0,3,5,0,2897.6327,1.0108,0,1,2,0,1582,0,0
28,157586,289389,18,4,8,5,4,3,0,5628.0714,1.8364,1,0,1,1,2661,0,1
40,223431,416313,12,3,5,6,4,9,0,5585.775,1.8633,0,0,0,0,920,0,0
43,193104,205775,24,7,0,7,1,7,0,4490.7907,1.0656,0,1,0,0,1687,0,0
51,142521,330236,12,7,7,1,1,8,1,2794.5294,2.3171,0,1,2,0,1499,0,1
63,137797,372598,36,4,9,0,3,9,0,2187.254,2.704,0,0,0,0,1667,0,0
51,14304,395367,6,7,1,1,4,6,0,280.4706,27.6403,1,0,4,0,1131,0,1
46,130555,153770,12,5,8,4,2,7,0,2838.1522,1.1778,1,0,1,0,1544,0,0
21,99488,149673,1,9,6,0,2,9,1,4737.5238,1.5044,0,1,3,1,1949,0,1
34,263490,158879,18,5,2,0,4,1,0,7749.7059,0.603,0,1,3,0,298,0,0
52,148748,177374,24,3,3,4,3,3,0,2860.5385,1.1924,1,0,1,0,262,0,0
30,292336,217936,24,9,2,5,2,2,0,9744.5333,0.7455,0,0,4,0,1339,0,0
58,266602,140111,36,2,5,0,2,5,0,4596.5862,0.5255,0,0,2,0,1619,0,0
56,143518,310571,24,8,8,1,4,1,0,2562.8214,2.164,0,0,2,0,2559,0,0
32,221669,334983,18,4,9,5,1,6,0,6927.1562,1.5112,0,0,3,0,1503,0,0
46,93207,190121,12,9,8,2,2,7,0,2026.2391,2.0398,0,1,0,0,2301,0,0
46,193704,413269,24,9,0,5,1,3,0,4210.9565,2.1335,0,0,1,0,1305,0,0
28,203017,229252,24,3,9,6,2,7,0,7250.6071,1.1292,0,0,4,0,739,0,1
49,78741,379945,6,5,5,2,3,7,0,1606.9592,4.8252,0,0,2,0,1281,0,0
19,21365,495497,1,3,0,6,1,2,0,1124.4737,23.192,0,0,1,0,1829,0,0
64,200929,373989,6,5,3,1,3,0,0,3139.5156,1.8613,1,0,0,0,2732,1,0
31,252481,349442,12,9,6,6,1,2,0,8144.5484,1.384,0,0,3,0,2882,0,0
37,151776,90147,18,7,3,7,4,9,1,4102.0541,0.5939,0,0,0,0,1135,0,1
39,165974,56413,18,7,8,0,4,0,0,4255.7436,0.3399,0,0,4,0,904,0,0
28,237366,66958,6,5,9,1,2,1,0,8477.3571,0.2821,0,0,3,0,1894,0,0
44,255319,32275,3,0,4,4,3,7,0,5802.7045,0.1264,0,0,0,0,1807,0,0
20,39012,27597,6,0,8,1,1,3,0,1950.6,0.7074,0,0,4,0,960,0,0
34,147487,340665,3,2,0,2,3,8,0,4337.8529,2.3098,0,0,4,0,1846,0,0
61,26686,95243,36,1,3,7,3,6,0,437.4754,3.569,0,0,4,0,1491,0,1
45,213270,255482,6,0,6,6,2,2,0,4739.3333,1.1979,0,0,1,0,101,0,0
46,164815,69908,3,0,1,5,4,0,0,3582.9348,0.4242,0,0,4,0,2653,0,0
38,37161,475835,3,5,8,6,1,0,0,977.9211,12.8047,0,0,2,0,2578,0,0
64,252066,318332,24,6,2,3,2,0,0,3938.5312,1.2629,0,0,4,0,2436,0,0
33,244689,297854,36,7,3,4,3,9,0,7414.8182,1.2173,0,0,0,0,2618,0,0
54,269546,381637,24,2,3,0,4,2,0,4991.5926,1.4159,1,0,2,0,1075,0,0
37,68190,223424,3,0,7,6,4,4,0,1842.973,3.2765,0,0,3,0,1877,1,1
23,251256,469702,3,4,1,5,1,7,0,10924.1739,1.8694,0,0,2,0,1813,0,0
36,280419,181122,1,7,4,1,4,7,0,7789.4167,0.6459,1,0,0,0,397,0,0
22,164254,312393,3,3,1,4,3,1,1,7466.0909,1.9019,0,0,3,0,991,0,1
20,19915,35247,24,1,5,7,4,8,0,995.75,1.7699,0,0,0,0,332,0,0
18,268053,464378,3,8,8,2,3,8,0,14891.8333,1.7324,0,0,0,0,2362,0,0
55,70908,289552,18,8,8,6,1,6,0,1289.2364,4.0835,0,0,1,0,1601,0,0
32,132337,77313,1,2,0,0,3,9,0,4135.5312,0.5842,0,0,1,0,1117,0,0
51,289764,202755,3,6,3,1,4,4,0,5681.6471,0.6997,1,0,0,0,3440,0,0
52,39112,250407,24,0,3,6,4,4,0,752.1538,6.4023,0,0,4,0,2714,0,1
42,210123,268587,24,7,0,5,1,7,0,5002.9286,1.2782,0,0,1,1,3296,1,1
41,7431,393414,12,7,9,1,1,7,1,181.2439,52.9423,0,0,0,0,2767,0,1
29,91590,132151,24,2,1,0,4,4,0,3158.2759,1.4429,0,1,2,0,563,0,0
35,122472,359962,1,4,5,5,1,5,0,3499.2,2.9391,1,0,0,0,1013,0,0
32,299768,432561,24,3,9,3,3,5,0,9367.75,1.443,0,1,0,0,1287,0,0
61,212193,144973,18,6,2,3,2,5,0,3478.5738,0.6832,0,0,3,1,3318,0,1
33,66264,199831,6,6,8,4,3,4,0,2008.0,3.0157,0,0,1,0,2758,0,0
44,168030,495089,18,7,2,6,3,8,0,3818.8636,2.9464,0,0,3,0,1689,0,0
25,124502,174804,36,4,2,1,1,0,0,4980.08,1.404,1,1,4,0,2221,0,0
63,235395,211376,18,4,8,7,2,9,0,3736.4286,0.898,0,0,0,0,1635,0,0
42,137475,251278,1,7,2,4,4,2,0,3273.2143,1.8278,0,1,1,0,2825,0,0
34,210463,149579,1,4,5,0,1,6,0,6190.0882,0.7107,1,0,1,0,2217,0,0
46,174708,261082,12,0,5,5,3,8,1,3798.0,1.4944,0,0,1,0,2896,0,1
25,277983,344929,24,2,0,4,2,1,0,11119.32,1.2408,1,0,0,0,3131,0,0
32,240706,127691,12,1,6,6,1,3,0,7522.0625,0.5305,0,1,0,0,2322,0,0
44,183901,258426,1,9,8,1,3,7,1,4179.5682,1.4052,0,0,2,0,671,0,1
63,145302,298535,24,4,8,6,3,4,0,2306.381,2.0546,1,1,3,0,2816,0,1
24,56977,35171,1,7,8,7,4,7,0,2374.0417,0.6173,1,0,3,0,553,0,1
20,230864,445946,1,8,1,3,4,1,0,11543.2,1.9316,0,0,0,0,1897,0,0
46,30651,378163,6,8,0,3,2,7,0,666.3261,12.3377,0,0,4,0,2430,0,0
61,102919,270629,18,0,5,7,3,5,0,1687.1967,2.6295,0,0,1,0,475,0,0
41,191944,390772,12,0,5,0,3,4,0,4681.561,2.0359,0,0,0,0,63,0,0
20,122776,373248,12,0,3,2,4,1,0,6138.8,3.0401,0,0,0,0,2991,0,0
37,149811,378571,3,0,7,4,3,6,0,4048.9459,2.527,0,0,0,0,546,0,0
63,135697,227392,36,8,4,0,4,0,0,2153.9206,1.6757,1,0,1,0,3541,0,0
32,184428,243174,6,0,6,3,3,5,0,5763.375,1.3185,0,0,1,0,693,0,0
42,6789,91153,1,6,8,6,4,2,0,161.6429,13.4266,1,0,0,0,3461,0,0
47,241974,38748,1,5,0,1,4,5,0,5148.383,0.1601,0,0,2,0,1799,0,0
31,266413,398094,6,8,8,1,2,0,0,8593.9677,1.4943,0,0,3,0,3320,0,0
24,173678,134021,24,8,3,5,3,0,0,7236.5833,0.7717,0,1,2,0,2252,0,0
34,49135,217452,12,3,6,2,3,1,0,1445.1471,4.4256,0,0,2,0,1074,0,0
61,42067,248888,1,8,3,7,4,9,0,689.623,5.9165,1,0,0,0,3184,0,0
37,284501,415097,36,5,3,7,3,6,0,7689.2162,1.459,1,1,1,0,3049,1,1
53,175923,183378,3,4,3,2,4,3,0,3319.3019,1.0424,0,0,3,0,2627,0,0
26,212925,88150,12,8,5,3,2,3,0,8189.4231,0.414,0,1,2,0,2054,0,0
55,168944,90364,18,6,4,2,2,3,0,3071.7091,0.5349,0,1,4,0,1241,0,0
39,74103,116925,36,8,1,2,4,4,0,1900.0769,1.5779,0,1,1,0,561,0,0
19,91310,10958,6,4,8,1,1,1,0,4805.7895,0.12,0,0,1,0,654,0,0
41,42412,453401,12,3,5,5,2,6,0,1034.439,10.6904,0,0,3,1,461,0,1
25,206002,140769,18,9,9,4,3,2,0,8240.08,0.6833,0,0,3,0,884,0,1
28,27228,88160,3,2,5,6,4,2,0,972.4286,3.2378,0,0,3,0,2571,0,1
30,125627,278637,24,4,8,1,4,1,0,4187.5667,2.218,0,0,0,0,2133,1,0
34,16319,174873,6,8,0,5,2,5,0,479.9706,10.7159,0,0,1,0,208,0,0
25,11475,284343,24,2,6,1,4,3,0,459.0,24.7793,0,0,0,0,2155,0,0
38,233163,263081,36,0,2,3,2,3,0,6135.8684,1.1283,0,0,0,0,2981,0,0
35,150800,239962,1,1,3,5,4,7,0,4308.5714,1.5913,0,0,0,0,2670,0,0
47,246382,460008,24,9,0,7,2,1,0,5242.1702,1.8671,1,0,1,0,1529,0,0
35,296689,428704,1,4,2,5,3,6,0,8476.8286,1.445,0,0,4,0,2150,0,0
63,234484,293637,36,2,6,3,1,1,0,3721.9683,1.2523,0,0,2,0,3536,0,0
64,197828,112545,18,5,5,7,1,5,1,3091.0625,0.5689,1,0,1,0,633,0,1
48,204847,312146,12,7,0,5,1,4,0,4267.6458,1.5238,0,0,1,0,63,0,0
55,297759,24731,3,5,8,6,1,7,0,5413.8,0.0831,1,1,3,0,2005,0,0
49,280890,139148,18,9,3,4,2,5,0,5732.449,0.4954,0,0,2,0,784,0,0
28,158817,264215,3,8,6,0,4,6,0,5672.0357,1.6636,0,0,3,0,1132,0,0
62,268389,363070,24,5,3,2,1,5,0,4328.8548,1.3528,0,0,4,1,1334,0,1
42,122408,128872,3,4,6,5,4,7,0,2914.4762,1.0528,1,0,0,0,135,0,0
50,117143,461818,24,3,4,2,2,1,0,2342.86,3.9423,0,0,3,0,2149,0,0
55,294776,485397,3,1,0,1,2,6,0,5359.5636,1.6467,0,0,4,0,391,0,0
58,280000,42410,6,5,3,1,1,4,0,4827.5862,0.1515,0,0,2,0,3031,1,0
25,192965,231273,18,1,2,5,3,8,0,7718.6,1.1985,0,0,0,0,1251,0,0
28,237298,448543,6,4,5,5,1,8,0,8474.9286,1.8902,0,0,4,0,2026,0,0
39,73049,358092,12,0,5,5,4,7,0,1873.0513,4.9021,0,0,3,0,1389,0,1
41,233953,193144,12,2,0,6,1,7,0,5706.1707,0.8256,1,0,4,0,1768,0,0
58,215503,229443,1,9,1,6,2,3,0,3715.569,1.0647,0,0,4,0,457,1,0
34,175821,42041,1,4,1,4,2,7,0,5171.2059,0.2391,0,0,0,0,548,0,0
29,209829,386760,1,6,9,5,4,1,0,7235.4828,1.8432,0,1,1,0,2487,0,0
63,207646,54326,36,7,3,6,4,4,0,3295.9683,0.2616,0,0,4,0,3215,0,1
49,63601,432765,12,6,8,2,4,3,0,1297.9796,6.8044,0,0,0,0,2904,0,0
32,151154,316240,3,6,1,1,1,4,0,4723.5625,2.0922,0,0,0,1,3427,0,1
33,150720,187650,24,1,7,1,1,4,0,4567.2727,1.245,0,0,2,0,2181,0,0
39,267508,440606,36,5,0,6,3,4,0,6859.1795,1.6471,1,0,2,0,2222,1,0
45,170640,440268,3,4,7,5,4,6,0,3792.0,2.5801,0,0,1,0,1110,0,1
37,210704,306311,18,8,2,3,3,0,0,5694.7027,1.4538,1,0,3,0,796,0,0
50,274580,448803,12,9,4,6,3,1,0,5491.6,1.6345,0,0,4,0,2545,0,1
27,29544,324436,24,3,0,0,2,6,0,1094.2222,10.9815,0,0,4,0,1891,0,0
57,68295,486330,24,6,0,5,3,0,0,1198.1579,7.121,0,0,0,0,543,0,0
49,201787,338563,24,7,5,7,2,8,0,4118.102,1.6778,1,0,0,0,268,0,0
50,74409,174211,1,5,2,4,4,2,0,1488.18,2.3413,0,0,0,0,2043,0,0
19,254720,350897,24,2,7,0,2,5,0,13406.3158,1.3776,0,0,2,0,1510,0,0
50,131839,142779,24,4,3,0,4,3,0,2636.78,1.083,0,0,0,0,1190,0,0
50,284301,238464,12,0,5,5,1,2,0,5686.02,0.8388,0,0,1,0,502,0,0
58,181637,407356,3,7,9,4,3,7,0,3131.6724,2.2427,0,1,0,0,2615,0,0
30,206068,12093,36,1,8,6,4,1,0,6868.9333,0.0587,1,0,3,0,1621,0,0
47,70888,476252,36,9,7,2,1,2,0,1508.2553,6.7184,0,0,0,0,2165,0,0
50,192167,367233,3,6,3,5,1,7,0,3843.34,1.911,0,0,4,0,2729,0,0
30,9507,73043,6,8,9,1,4,2,0,316.9,7.6831,0,0,4,0,3523,0,1
43,48988,492338,6,0,7,4,2,7,0,1139.2558,10.0502,1,0,0,0,385,0,0
39,152937,387678,18,3,6,1,4,6,0,3921.4615,2.5349,0,0,4,0,1783,0,0
56,32213,400046,12,6,4,6,3,1,0,575.2321,12.4188,0,0,0,0,1333,0,0
19,62450,162680,6,8,6,6,1,0,0,3286.8421,2.605,0,1,0,0,1133,0,0
55,67222,366009,6,1,6,6,2,0,0,1222.2182,5.4448,0,0,2,0,3457,0,0
56,159468,387822,12,1,9,5,4,1,1,2847.6429,2.432,0,0,2,0,3095,0,1
43,17755,310431,3,5,1,6,4,6,0,412.907,17.4841,0,0,4,0,1293,0,1
63,136937,484263,18,2,6,5,1,8,0,2173.6032,3.5364,0,0,4,0,3393,0,1
32,147245,34427,18,3,2,3,4,6,1,4601.4062,0.2338,1,0,1,0,1541,0,1
51,194977,478258,18,2,7,0,3,2,0,3823.0784,2.4529,0,0,1,0,3528,0,0
59,174169,160467,6,0,7,3,2,7,0,2952.0169,0.9213,0,0,0,0,802,0,0
61,240132,392993,3,5,8,6,3,7,0,3936.5902,1.6366,1,0,1,0,1801,0,1
57,140090,372983,18,1,3,0,1,8,0,2457.7193,2.6625,0,0,3,0,2076,0,0
28,272336,355806,12,1,9,6,2,8,0,9726.2857,1.3065,0,0,2,0,987,0,0
20,269159,227074,18,6,2,6,1,8,1,13457.95,0.8436,0,0,4,0,908,0,1
23,204988,281114,36,4,8,7,1,3,1,8912.5217,1.3714,1,0,1,0,3168,0,1
26,33343,71218,1,7,8,2,3,9,0,1282.4231,2.1359,0,0,3,0,828,0,1
23,10829,208547,3,1,1,4,2,3,0,470.8261,19.2582,0,1,1,1,558,1,1
26,39381,337506,1,9,5,2,1,1,0,1514.6538,8.5703,0,1,4,0,2162,0,0
56,217153,155443,3,7,2,0,3,7,0,3877.7321,0.7158,0,1,1,0,2771,0,0
48,285407,489698,24,6,4,7,3,1,0,5945.9792,1.7158,1,0,2,0,911,1,1
49,239748,221967,12,9,1,5,2,2,0,4892.8163,0.9258,0,0,1,0,1828,0,0
58,226970,413482,24,7,3,6,4,8,0,3913.2759,1.8217,0,0,3,0,547,0,1
29,5148,235625,6,2,2,3,4,1,0,177.5172,45.7702,0,0,1,0,3398,0,0
25,293889,151267,6,7,1,6,1,0,0,11755.56,0.5147,0,0,4,0,853,0,0
25,77914,111949,24,5,5,0,4,4,0,3116.56,1.4368,0,0,1,0,2334,0,0
45,65653,127895,3,1,2,6,2,6,0,1458.9556,1.948,0,0,3,0,2007,0,0
37,228607,290459,18,5,3,5,4,3,0,6178.5676,1.2706,0,0,1,0,3597,0,0
64,197593,252287,1,4,5,2,2,3,0,3087.3906,1.2768,0,1,0,0,2885,0,0
24,298219,84804,12,2,4,5,1,2,0,12425.7917,0.2844,0,0,4,0,1136,0,0
28,14795,207318,18,0,3,5,4,5,0,528.3929,14.0127,1,0,0,0,747,0,1
37,69555,304725,6,6,3,2,2,7,0,1879.8649,4.3811,0,0,0,0,1109,1,0
33,240068,177609,18,1,1,3,2,1,0,7274.7879,0.7398,0,0,4,0,2490,0,0
21,108107,473913,24,0,9,6,2,5,0,5147.9524,4.3837,0,0,4,0,628,0,0
23,232650,98357,24,0,3,5,3,7,0,10115.2174,0.4228,0,0,3,0,653,0,0
39,172022,382905,36,6,7,3,1,0,0,4410.8205,2.2259,0,0,3,0,656,0,0
43,16009,207337,36,0,4,5,2,3,0,372.3023,12.9513,0,0,3,0,251,0,0
20,183168,114984,1,8,9,5,3,0,0,9158.4,0.6278,0,0,0,0,3428,0,0
58,155616,355593,6,5,9,2,3,3,0,2683.0345,2.2851,0,0,1,0,2229,0,0
59,34381,252176,3,3,7,0,2,8,0,582.7288,7.3347,1,0,2,0,3039,0,0
31,73122,154256,12,3,5,6,1,5,0,2358.7742,2.1096,0,0,1,0,3223,0,0
28,219709,417495,24,4,9,0,4,5,0,7846.75,1.9002,0,0,2,0,1460,0,0
35,92228,158642,12,1,4,4,3,4,0,2635.0857,1.7201,0,0,2,0,1767,0,0
29,85770,131522,6,4,3,2,2,2,0,2957.5862,1.5334,0,0,2,0,3468,0,0
40,57726,306174,3,1,9,4,1,1,1,1443.15,5.3039,0,0,2,0,1156,0,1
29,193210,325389,36,3,8,5,1,8,0,6662.4138,1.6841,0,0,4,0,2662,0,0
30,226454,187539,24,9,9,7,2,8,0,7548.4667,0.8282,0,0,3,0,2580,0,0
42,182265,251690,1,4,4,2,3,6,0,4339.6429,1.3809,0,0,4,0,1510,1,1
62,250074,36133,12,5,9,4,4,1,0,4033.4516,0.1445,0,0,0,0,1173,0,0
36,85857,210803,6,5,5,1,1,3,0,2384.9167,2.4553,0,0,4,0,2096,0,0
63,264405,438021,12,8,6,7,4,7,0,4196.9048,1.6566,0,1,3,0,3409,0,1
53,195128,44998,36,3,0,0,1,9,0,3681.6604,0.2306,0,0,1,0,2604,0,0
62,122928,149310,36,4,8,0,1,5,0,1982.7097,1.2146,0,1,3,0,3405,0,0
25,63706,213160,3,5,7,1,1,4,0,2548.24,3.346,0,0,1,0,506,0,0
46,60006,462480,1,3,4,3,3,9,0,1304.4783,7.7072,0,0,0,0,1580,0,0
49,92238,378747,36,5,2,7,3,1,0,1882.4082,4.1062,1,0,2,0,636,0,0
61,253018,49245,3,1,4,1,2,0,0,4147.8361,0.1946,0,0,4,0,2338,0,0
35,199227,286701,36,6,4,7,4,0,0,5692.2,1.4391,1,0,2,0,2633,0,1
23,82271,333618,24,2,8,6,4,0,0,3577.0,4.0551,0,0,0,0,1688,1,0
35,297321,228810,18,9,6,7,2,5,0,8494.8857,0.7696,0,0,0,0,1034,0,0
36,48013,197739,3,3,1,0,3,3,1,1333.6944,4.1184,0,0,1,0,1323,0,1
39,87600,354372,3,8,4,7,4,8,0,2246.1538,4.0453,0,0,1,0,2922,0,0
54,104290,262882,12,4,8,6,2,8,0,1931.2963,2.5207,0,0,0,0,2890,0,0
49,221110,217585,36,8,1,2,1,2,0,4512.449,0.9841,0,0,3,0,681,1,0
58,136832,66074,3,9,7,4,4,5,0,2359.1724,0.4829,0,0,2,0,2764,0,1
20,29142,59204,6,9,2,0,3,5,0,1457.1,2.0316,0,0,4,0,908,0,0
45,136436,230669,24,9,3,6,4,9,0,3031.9111,1.6907,1,0,0,0,1558,0,0
27,286941,224872,12,9,1,1,1,9,0,10627.4444,0.7837,0,0,4,0,666,0,0
52,242403,157647,12,5,8,2,3,0,0,4661.5962,0.6504,0,0,0,0,672,0,0
46,37535,474479,18,7,5,7,3,8,0,815.9783,12.641,1,0,1,0,2940,0,1
32,21105,208096,24,4,8,0,2,3,0,659.5312,9.86,0,0,1,0,2739,0,0
50,144011,414285,6,4,7,1,3,5,0,2880.22,2.8768,0,0,0,0,970,0,0
24,84472,156472,24,2,8,6,2,9,0,3519.6667,1.8524,0,0,4,0,513,0,0
29,178101,418362,3,6,4,0,3,7,0,6141.4138,2.349,0,1,2,0,475,0,0
47,151935,7846,18,1,5,7,1,0,0,3232.6596,0.0516,0,1,0,0,2912,0,0
38,83097,434568,6,2,6,1,1,7,0,2186.7632,5.2296,0,0,0,0,139,0,0
48,266674,24694,18,1,4,5,1,5,0,5555.7083,0.0926,0,0,3,0,961,1,1
41,146519,284884,24,7,0,1,1,0,1,3573.6341,1.9443,0,0,0,0,827,0,1
37,101160,443654,1,3,8,7,1,8,0,2734.0541,4.3857,0,0,1,0,2739,0,0
54,51940,31996,24,9,1,0,4,8,0,961.8519,0.616,0,0,3,0,1191,0,0
21,214019,64874,3,7,6,2,1,9,0,10191.381,0.3031,0,1,3,0,1094,0,0
45,90001,98661,18,7,7,0,3,7,1,2000.0222,1.0962,0,0,1,0,1798,0,1
61,239824,107945,1,7,7,7,2,6,0,3931.541,0.4501,0,0,1,0,2644,1,0
37,155714,191754,3,7,0,0,4,0,0,4208.4865,1.2314,0,1,1,0,3590,0,0
41,232870,176272,18,7,9,5,3,0,0,5679.7561,0.757,0,0,4,0,3470,0,1
49,231971,23970,18,8,6,2,1,7,0,4734.102,0.1033,0,0,3,0,2181,0,0
58,203715,405111,24,1,8,7,1,9,0,3512.3276,1.9886,0,1,2,0,2497,0,0
53,12928,170143,36,8,2,5,3,7,0,243.9245,13.1608,0,0,2,0,1370,0,0
51,53002,184340,18,7,7,0,4,0,0,1039.2549,3.478,0,0,4,0,2098,0,0
53,119614,416474,18,9,7,5,2,7,0,2256.8679,3.4818,0,0,2,0,2123,0,0
19,122517,89890,12,0,8,4,2,7,0,6448.2632,0.7337,1,0,3,1,161,0,1
32,161089,228249,36,4,7,4,2,9,0,5034.0312,1.4169,0,0,1,0,3456,0,0
51,84064,58300,18,1,4,7,2,9,0,1648.3137,0.6935,0,0,3,1,3109,0,1
53,55893,262387,24,9,4,4,1,2,0,1054.5849,4.6945,0,0,4,0,1094,0,1
23,282311,62915,12,4,2,1,4,0,0,12274.3913,0.2229,0,0,4,0,1088,0,0
56,43598,140516,12,7,5,3,1,2,0,778.5357,3.223,0,0,0,0,3271,0,0
59,143595,76147,1,8,9,6,4,7,0,2433.8136,0.5303,0,0,4,0,265,0,1
29,86060,77064,3,8,2,7,2,7,0,2967.5862,0.8955,0,0,4,0,453,1,1
20,280429,67535,12,0,1,5,3,6,0,14021.45,0.2408,0,0,3,0,62,0,0
