age,monthly_income,loan_amount,repayment_period,interest_rate,employment_type,credit_history,past_default_flag,previous_loan_count,on_time_repayment_count,debt_to_income_ratio,payment_to_income_ratio,days_to_first_payment,partial_payments,missed_payments,defaulted
54,291251,189993,24,0.2353,0,2,0,8,8,0.0272,0.0336,18,3,0,0
29,114880,436436,18,0.2861,1,5,0,7,5,0.2111,0.2715,12,4,6,0
40,45281,349360,1,0.2522,1,5,1,3,2,7.7154,9.6615,5,2,0,1
39,27472,135532,6,0.291,3,7,1,1,0,0.8222,1.0615,37,1,1,1
40,252236,176952,18,0.1888,0,7,1,6,5,0.039,0.0463,38,2,13,0
40,67984,347890,1,0.1233,0,7,0,4,2,5.1172,5.748,9,2,0,0
32,116258,289240,24,0.1822,0,0,0,5,5,0.1037,0.1225,25,4,0,0
43,68641,90775,3,0.2346,0,5,0,6,5,0.4408,0.5442,40,3,2,1
45,246644,7947,1,0.2828,1,3,0,8,6,0.0322,0.0413,59,4,1,0
30,265020,294873,18,0.2737,2,8,0,8,8,0.0618,0.0787,12,2,7,0
52,153786,136229,18,0.1272,0,7,0,8,6,0.0492,0.0555,43,4,7,0
54,113023,43676,18,0.2191,1,4,0,0,0,0.0215,0.0262,20,2,9,0
61,57431,251067,36,0.1351,2,1,0,5,3,0.1214,0.1378,40,3,15,0
55,149317,163278,3,0.2716,0,4,0,2,0,0.3645,0.4635,5,4,2,1
21,285775,179090,6,0.2997,0,7,1,3,1,0.1044,0.1358,9,4,0,1
31,206126,216918,1,0.253,3,7,0,1,0,1.0524,1.3186,28,1,1,1
64,233919,466726,6,0.2555,0,9,0,4,2,0.3325,0.4175,13,0,0,0
54,231120,327797,3,0.2211,0,7,0,2,0,0.4728,0.5773,42,4,0,0
25,16328,290706,36,0.2231,3,6,0,6,6,0.4946,0.6049,23,0,8,1
51,184074,199582,36,0.243,1,1,0,3,3,0.0301,0.0374,39,2,15,0
19,84847,37477,12,0.1726,0,0,0,6,4,0.0368,0.0432,22,4,11,1
25,100214,75381,36,0.2762,0,9,0,1,1,0.0209,0.0267,21,0,13,0
42,19744,134323,12,0.1725,1,7,0,6,6,0.5669,0.6647,50,1,11,0
44,287062,60647,36,0.2808,1,7,0,0,0,0.0059,0.0075,35,4,26,0
28,112395,343774,3,0.1414,1,4,1,4,3,1.0195,1.1637,47,4,2,1
34,206532,380339,3,0.2155,1,1,0,2,2,0.6138,0.7461,16,4,0,0
47,274176,325360,12,0.2644,0,3,0,6,6,0.0989,0.125,55,3,2,0
55,179178,463211,12,0.2772,3,2,1,6,5,0.2154,0.2752,46,3,10,1
27,222960,388842,36,0.1646,2,9,0,8,6,0.0484,0.0564,8,1,2,0
51,115412,307811,24,0.1209,3,5,1,3,2,0.1111,0.1246,1,2,15,1
32,279912,203349,6,0.1462,2,3,0,9,7,0.1211,0.1388,27,0,1,0
39,156804,90317,36,0.1392,2,1,0,1,0,0.016,0.0182,39,2,25,0
42,190498,483785,18,0.1149,0,7,0,9,7,0.1411,0.1573,58,2,2,0
31,164187,435548,1,0.2075,1,2,1,4,2,2.6528,3.2032,31,4,0,1
42,34102,414674,1,0.2372,1,5,0,2,0,12.1598,15.0435,23,4,0,1
62,155466,47752,36,0.1314,0,5,1,4,2,0.0085,0.0097,14,2,0,0
34,285924,320571,3,0.2073,1,4,0,1,0,0.3737,0.4512,3,1,2,1
60,103208,247029,1,0.1613,0,9,0,2,2,2.3935,2.7796,33,0,0,0
19,94120,369678,18,0.1168,0,4,1,7,7,0.2182,0.2437,24,0,14,0
46,218829,25058,24,0.2844,2,2,0,2,1,0.0048,0.0061,28,3,19,0
38,29281,15320,24,0.2703,2,9,0,5,5,0.0218,0.0277,22,3,11,0
19,95604,97169,12,0.2044,0,4,0,5,3,0.0847,0.102,51,4,11,0
49,191547,26210,24,0.2196,0,0,0,7,7,0.0057,0.007,38,2,15,0
25,233040,302484,1,0.2541,2,3,0,3,3,1.298,1.6278,37,4,1,1
53,85005,403764,36,0.1146,0,7,0,7,7,0.1319,0.1471,32,2,28,0
44,157606,53503,1,0.2326,2,3,0,0,0,0.3395,0.4184,32,1,0,0
44,91565,316256,3,0.1751,1,9,0,8,7,1.1513,1.3529,24,2,3,1
59,188757,186674,1,0.2239,1,7,1,8,6,0.989,1.2104,16,1,1,1
40,195843,136775,12,0.2721,2,8,1,3,3,0.0582,0.074,29,0,3,0
29,9879,396564,6,0.2188,2,3,0,1,1,6.6904,8.1539,27,0,1,0
23,33946,290668,1,0.1624,0,8,0,2,0,8.5627,9.9534,25,0,0,1
60,144183,50916,6,0.1828,0,0,0,1,1,0.0589,0.0696,26,3,2,0
41,217051,454933,1,0.1616,1,1,0,0,0,2.096,2.4347,26,3,1,1
54,56675,461178,36,0.2773,1,7,0,0,0,0.226,0.2887,41,2,12,0
42,141283,178933,12,0.2628,0,5,0,7,5,0.1055,0.1333,48,1,4,0
37,168931,307036,18,0.1331,1,3,0,2,1,0.101,0.1144,18,1,14,0
64,100344,230214,6,0.2297,1,0,0,5,5,0.3824,0.4702,10,2,0,0
62,168233,325588,3,0.1083,0,5,0,3,1,0.6451,0.715,33,2,2,1
54,229519,274719,6,0.2421,1,4,1,2,2,0.1995,0.2478,51,0,4,1
23,60027,13726,1,0.2391,0,9,0,3,2,0.2287,0.2833,10,1,1,0
38,126603,386143,3,0.1271,0,6,1,9,8,1.0167,1.1459,58,3,1,1
48,215672,367487,1,0.2047,1,3,0,7,5,1.7039,2.0527,27,2,0,0
50,138266,156599,18,0.157,3,7,0,4,3,0.0629,0.0728,4,1,6,0
34,127889,165722,1,0.2879,0,6,0,7,7,1.2958,1.6689,51,2,0,0
50,100806,313222,24,0.2734,0,9,0,0,0,0.1295,0.1649,54,3,1,0
19,135546,332533,3,0.2277,2,5,0,7,7,0.8178,1.004,4,2,3,1
57,12643,218687,24,0.1225,3,0,0,3,3,0.7207,0.809,31,4,8,1
50,33690,435699,18,0.2523,2,2,0,5,4,0.7185,0.8998,15,2,17,1
19,124170,380519,6,0.1758,3,9,1,7,6,0.5108,0.6006,15,1,1,1
62,90556,332881,1,0.2965,0,2,0,3,1,3.676,4.766,26,2,0,0
31,188553,227911,36,0.2359,3,0,0,6,6,0.0336,0.0415,2,1,11,0
20,232070,17014,12,0.1616,0,3,0,1,1,0.0061,0.0071,40,4,9,0
43,46909,285507,36,0.1131,1,2,0,2,2,0.1691,0.1882,15,2,0,0
41,298657,387684,6,0.1697,0,5,0,7,7,0.2163,0.2531,1,1,6,0
29,46678,333812,12,0.1252,0,9,0,7,5,0.5959,0.6705,50,1,2,0
26,66304,130778,3,0.1848,2,2,0,5,4,0.6575,0.779,50,1,3,1
21,256770,498324,6,0.2458,0,3,0,7,5,0.3235,0.403,14,1,1,0
22,88003,457071,18,0.2174,0,0,1,2,1,0.2885,0.3513,12,4,1,1
22,45128,125507,6,0.2219,1,8,0,1,0,0.4635,0.5664,58,3,0,1
29,152808,108306,12,0.2635,2,3,1,6,5,0.0591,0.0746,48,1,9,1
62,9318,91618,3,0.224,0,8,0,2,0,3.2775,4.0116,45,0,1,1
28,261042,415415,24,0.104,0,9,0,4,2,0.0663,0.0732,21,0,23,0
45,162949,171696,3,0.2255,2,2,0,8,8,0.3512,0.4304,27,0,2,0
44,39288,116079,18,0.2873,1,6,0,4,3,0.1641,0.2113,12,1,7,0
39,73047,43334,18,0.144,0,1,1,6,6,0.033,0.0377,44,1,17,1
20,278835,67299,18,0.2585,0,4,0,6,6,0.0134,0.0169,8,0,16,0
38,293861,303224,1,0.1191,2,9,1,7,7,1.0319,1.1548,39,2,1,1
28,109595,126225,3,0.2556,1,5,0,6,5,0.3839,0.4821,46,2,2,0
45,44697,133096,3,0.104,1,2,0,5,4,0.9926,1.0958,34,1,1,0
46,35883,457000,12,0.2614,0,2,0,9,7,1.0613,1.3387,49,1,8,1
34,38053,101921,36,0.2697,1,2,0,0,0,0.0744,0.0945,18,2,2,0
27,278815,420913,18,0.1953,0,2,0,1,0,0.0839,0.1002,14,1,6,0
32,296235,471147,12,0.2429,3,7,0,9,9,0.1325,0.1647,33,0,7,0
61,10421,454930,3,0.2885,0,8,0,4,3,14.5517,18.7502,17,2,0,0
46,130949,174433,1,0.183,2,0,0,0,0,1.3321,1.5759,7,4,0,1
21,154162,332465,6,0.1204,0,4,1,6,6,0.3594,0.4027,32,4,4,1
56,130032,497258,1,0.187,2,2,0,0,0,3.8241,4.5391,30,2,1,1
41,214947,170534,36,0.1293,3,5,0,7,6,0.022,0.0249,36,0,15,0
62,265084,345053,1,0.1332,0,0,0,5,5,1.3017,1.4751,57,1,1,1
41,208875,362993,36,0.2733,0,4,0,6,5,0.0483,0.0615,8,1,5,0
31,82306,32213,1,0.1672,1,3,0,6,5,0.3914,0.4568,16,2,0,0
43,88684,407580,36,0.2896,3,2,1,5,4,0.1277,0.1646,26,0,10,1
28,107790,238920,12,0.1959,0,3,1,0,0,0.1847,0.2209,28,0,8,0
20,24385,318420,6,0.1573,0,7,0,6,5,2.1763,2.5188,50,2,5,1
28,101014,84771,3,0.1571,0,5,0,3,1,0.2797,0.3237,17,3,3,1
64,258552,123827,12,0.2282,0,4,1,9,9,0.0399,0.049,11,4,0,0
63,61298,273726,6,0.2352,3,0,0,1,0,0.7442,0.9193,59,0,3,1
23,133761,449491,6,0.243,2,6,0,8,6,0.5601,0.6962,2,2,5,0
50,177738,272420,18,0.2007,3,5,1,3,1,0.0852,0.1022,30,0,1,1
34,156164,229953,6,0.1269,1,9,1,6,5,0.2454,0.2766,2,1,1,0
57,80463,37343,1,0.1179,0,2,0,7,6,0.4641,0.5188,23,2,1,0
35,147112,303997,3,0.1367,0,9,1,7,7,0.6888,0.783,3,3,3,1
61,288249,239224,18,0.257,2,0,1,3,3,0.0461,0.058,47,3,12,1
64,60076,497761,12,0.1639,2,3,1,2,0,0.6905,0.8036,35,2,3,1
21,257761,460983,18,0.2402,0,7,0,0,0,0.0994,0.1232,25,3,4,0
53,243217,465012,18,0.1195,0,5,0,2,0,0.1062,0.1189,2,2,5,0
56,21173,294394,24,0.1064,3,8,0,8,8,0.5793,0.641,58,2,2,1
32,92647,300126,3,0.2218,3,1,0,2,2,1.0798,1.3194,53,0,1,1
58,198040,40226,12,0.1259,0,4,0,8,8,0.0169,0.0191,51,0,1,0
43,148435,199550,24,0.1514,0,1,0,0,0,0.056,0.0645,4,4,24,0
50,158957,320282,36,0.2103,0,0,1,9,9,0.056,0.0677,11,0,24,0
45,81928,210847,12,0.1444,1,0,0,1,1,0.2145,0.2454,34,4,1,0
47,173967,233188,12,0.1688,1,9,0,9,9,0.1117,0.1306,3,0,1,0
63,244569,203740,3,0.1239,1,5,0,1,0,0.2777,0.3121,36,0,1,0
45,133550,459375,12,0.1748,1,5,0,5,3,0.2866,0.3367,35,3,10,0
62,63751,237859,6,0.2504,0,6,0,2,1,0.6218,0.7775,55,2,6,1
57,212509,478607,1,0.2354,1,8,0,6,5,2.2522,2.7824,9,3,0,0
51,139831,377707,1,0.2519,3,8,0,0,0,2.7012,3.3815,32,2,1,1
27,71165,95755,1,0.2681,1,1,0,3,2,1.3455,1.7063,33,4,0,1
56,225217,476535,12,0.142,0,4,0,7,5,0.1763,0.2014,53,3,0,0
32,85585,38809,6,0.1144,1,4,0,7,7,0.0756,0.0842,51,0,4,0
61,218495,480330,36,0.2916,1,1,0,7,5,0.0611,0.0789,7,3,7,0
47,85503,223552,24,0.127,1,7,1,5,4,0.1089,0.1228,46,4,12,1
45,273938,54939,18,0.2605,1,7,0,9,7,0.0111,0.014,53,0,4,0
56,262276,37646,12,0.1858,1,0,0,0,0,0.012,0.0142,24,1,0,0
43,203256,96470,18,0.2115,2,1,0,4,3,0.0264,0.0319,19,2,9,0
43,205203,476177,36,0.1283,0,4,0,1,1,0.0645,0.0727,24,4,22,0
61,77046,332495,18,0.1939,1,3,0,6,6,0.2398,0.2862,13,0,7,0
18,18491,471637,3,0.2355,2,7,0,2,1,8.5021,10.5047,58,2,0,1
39,172119,346912,36,0.2359,1,8,0,1,1,0.056,0.0692,3,4,11,0
40,29009,237722,6,0.1153,2,5,0,6,4,1.3658,1.5233,24,1,4,1
42,136574,321085,18,0.2916,0,5,0,0,0,0.1306,0.1687,10,4,5,0
25,208311,61818,3,0.1877,1,5,0,1,1,0.0989,0.1175,33,0,2,0
51,80496,378321,18,0.1549,0,8,0,2,1,0.2611,0.3016,19,3,15,0
32,98248,158706,12,0.127,0,5,0,9,9,0.1346,0.1517,43,1,2,0
19,284403,236859,3,0.2598,0,9,0,4,4,0.2776,0.3497,50,1,2,0
29,145321,238024,6,0.1051,2,4,1,8,6,0.273,0.3017,44,0,6,1
35,180342,33457,36,0.1234,1,2,0,6,4,0.0052,0.0058,2,4,13,0
24,67376,236827,24,0.2013,2,7,0,0,0,0.1465,0.1759,3,2,21,0
59,158153,47702,24,0.2904,2,8,0,7,6,0.0126,0.0162,17,1,0,0
44,274251,334447,18,0.2178,0,9,0,3,3,0.0677,0.0825,47,0,18,0
19,88219,305735,12,0.1914,0,0,0,7,6,0.2888,0.3441,10,2,2,0
52,106181,453909,12,0.1366,0,7,0,5,4,0.3562,0.4049,53,2,10,0
63,81937,260650,36,0.1072,0,9,0,2,2,0.0884,0.0978,15,0,18,0
30,218898,180949,18,0.2369,0,9,1,7,5,0.0459,0.0568,40,3,11,1
21,7586,312725,36,0.2715,2,6,0,9,7,1.1451,1.456,53,2,14,0
45,46322,85570,6,0.2952,0,5,0,0,0,0.3079,0.3988,59,1,0,0
40,88963,451895,3,0.2964,1,6,0,6,6,1.6932,2.1951,29,3,0,0
35,166417,14379,12,0.283,3,5,1,7,7,0.0072,0.0092,32,3,12,1
38,69231,61258,1,0.2557,0,9,1,4,4,0.8848,1.1111,24,4,0,1
56,287449,448813,18,0.1538,0,0,0,4,3,0.0867,0.1001,18,2,2,0
31,90791,193353,12,0.1432,0,4,1,3,1,0.1775,0.2029,1,2,5,1
30,154473,407171,24,0.1252,0,1,0,0,0,0.1098,0.1236,59,2,14,0
37,63233,3205,18,0.2756,1,4,0,5,3,0.0028,0.0036,32,3,1,0
30,273302,462521,6,0.2251,3,0,0,2,2,0.2821,0.3456,45,0,2,1
25,15334,47238,1,0.2951,0,6,0,3,3,3.0806,3.9896,29,1,0,0
21,60361,161276,24,0.2001,0,6,1,6,6,0.1113,0.1336,59,4,18,1
23,146741,273796,6,0.1297,0,5,0,0,0,0.311,0.3513,21,3,3,0
41,47836,421606,1,0.1602,2,1,1,5,5,8.8136,10.2254,56,0,1,1
41,67575,325054,6,0.2833,1,1,0,9,7,0.8017,1.0288,22,2,4,1
37,138428,38955,36,0.2601,0,8,0,8,8,0.0078,0.0099,32,0,30,0
30,226725,25943,3,0.2214,0,5,0,4,2,0.0381,0.0466,31,0,3,0
51,211435,197959,3,0.1194,0,3,1,1,0,0.3121,0.3494,52,4,2,1
25,244981,366529,24,0.1872,2,5,0,9,8,0.0623,0.074,34,0,3,0
51,112949,362473,24,0.2379,1,2,1,8,7,0.1337,0.1655,32,4,9,1
64,79040,493914,18,0.2716,0,9,0,3,3,0.3472,0.4415,34,3,16,0
22,28102,189653,3,0.2377,2,1,0,4,4,2.2496,2.7843,30,3,1,0
33,24041,134355,1,0.2628,1,6,1,3,1,5.5886,7.0573,41,4,1,1
33,109938,367314,3,0.2216,0,2,0,1,1,1.1137,1.3605,27,3,3,1
31,293236,488038,24,0.1625,0,6,0,1,0,0.0693,0.0806,43,4,19,0
44,151834,455593,3,0.1537,3,6,1,7,7,1.0002,1.1539,31,4,0,1
59,113163,461063,6,0.2232,2,9,0,3,1,0.6791,0.8306,24,1,5,1
59,213769,385510,36,0.1317,1,8,0,6,4,0.0501,0.0567,16,0,15,0
48,228566,116461,3,0.1103,1,9,0,7,7,0.1698,0.1886,23,0,3,0
31,34254,250750,12,0.1208,2,0,1,0,0,0.61,0.6837,9,1,1,1
48,233955,446004,12,0.1387,0,0,1,6,5,0.1589,0.1809,15,1,11,1
31,163890,182250,24,0.1804,0,2,0,2,1,0.0463,0.0547,52,4,24,0
41,218295,305125,12,0.2345,3,1,0,7,5,0.1165,0.1438,48,0,0,0
52,178534,101307,24,0.2151,2,3,0,0,0,0.0236,0.0287,49,3,6,0
32,232182,21900,24,0.1968,1,5,0,2,2,0.0039,0.0047,27,3,12,0
37,64413,415471,18,0.2724,0,8,0,0,0,0.3583,0.456,15,3,14,0
45,164622,202997,3,0.2066,1,4,1,1,0,0.411,0.496,51,4,2,1
55,163996,111755,6,0.2788,0,4,0,0,0,0.1136,0.1452,20,1,5,0
44,159024,137784,1,0.2505,1,6,0,5,3,0.8664,1.0834,57,4,0,1
18,299116,402704,18,0.2074,2,8,0,8,7,0.0748,0.0903,35,4,11,0
29,248143,464876,1,0.2355,0,6,0,3,3,1.8734,2.3146,20,4,1,1
56,292161,110375,18,0.2289,3,1,0,4,2,0.021,0.0258,29,3,18,1
44,67558,397269,3,0.2664,3,1,0,6,6,1.9601,2.4824,36,1,1,1
53,89595,360444,3,0.2563,0,1,0,2,1,1.341,1.6847,51,2,1,1
48,293945,108337,6,0.1844,0,7,1,9,9,0.0614,0.0728,46,1,1,0
41,30029,170831,12,0.1835,1,3,1,2,1,0.4741,0.5611,8,1,3,1
49,151615,382860,18,0.1655,0,8,1,7,6,0.1403,0.1635,6,2,12,0
37,191994,212364,6,0.1607,0,8,1,4,4,0.1843,0.214,37,2,6,1
40,49206,333333,24,0.2163,2,1,1,2,0,0.2823,0.3433,9,1,16,1
20,93984,137271,12,0.1077,0,9,1,4,3,0.1217,0.1348,22,4,6,0
33,255753,35239,24,0.2222,1,5,0,1,1,0.0057,0.007,2,2,12,0
64,197689,371350,18,0.1402,1,0,0,8,7,0.1044,0.119,7,2,8,0
19,204358,63159,6,0.1266,1,0,0,9,9,0.0515,0.058,10,1,4,0
54,131732,493812,24,0.1177,2,6,0,6,6,0.1562,0.1746,25,4,0,0
38,111245,433847,6,0.184,2,5,0,4,4,0.65,0.7696,5,4,2,0
20,267597,96331,12,0.2513,0,9,0,0,0,0.03,0.0375,23,1,10,0
29,98625,182526,1,0.1443,0,4,1,2,0,1.8507,2.1178,2,4,1,1
45,67704,381162,18,0.2364,0,0,0,4,4,0.3128,0.3867,27,4,9,0
42,284368,220655,18,0.1794,2,1,1,1,1,0.0431,0.0508,43,2,5,0
33,187802,168137,1,0.2899,1,9,0,6,5,0.8953,1.1548,38,0,1,1
29,263188,299924,24,0.1454,0,3,0,9,8,0.0475,0.0544,57,0,16,0
38,94540,34831,6,0.1816,1,5,0,6,6,0.0614,0.0726,17,4,4,0
62,256024,155371,18,0.1272,0,2,0,1,1,0.0337,0.038,59,2,6,0
39,252600,175749,12,0.1572,2,5,0,4,3,0.058,0.0671,57,2,4,0
36,152650,29752,12,0.1143,3,6,1,6,4,0.0162,0.0181,54,4,5,1
29,163884,30295,12,0.1484,2,3,0,5,5,0.0154,0.0177,48,4,8,0
29,219067,327232,36,0.1272,2,0,1,8,6,0.0415,0.0468,49,0,15,1
40,55304,496514,12,0.191,1,7,0,2,0,0.7482,0.8911,37,0,5,0
59,101943,224560,6,0.2187,2,1,1,3,3,0.3671,0.4474,14,1,3,0
52,102601,352326,3,0.1244,1,3,0,8,7,1.1446,1.2871,20,2,0,0
26,267144,478210,1,0.2493,0,4,0,7,6,1.7901,2.2364,3,3,0,0
38,162460,17910,24,0.2949,1,5,0,2,0,0.0046,0.0059,15,3,13,0
34,107846,31708,12,0.133,0,9,1,4,2,0.0245,0.0278,58,4,5,1
19,104318,76031,12,0.283,0,6,1,1,0,0.0607,0.0779,6,2,2,0
54,237468,484592,24,0.2187,0,4,0,2,0,0.085,0.1036,42,2,21,0
28,114266,439261,36,0.2943,2,2,0,2,2,0.1068,0.1382,6,0,16,0
38,91241,361669,24,0.1266,0,0,0,9,8,0.1652,0.1861,55,3,9,0
22,98493,489985,12,0.1043,3,1,0,5,5,0.4146,0.4578,21,2,5,0
51,191735,184948,1,0.1334,1,0,0,9,8,0.9646,1.0933,59,1,0,1
54,214106,217630,12,0.1433,1,7,0,0,0,0.0847,0.0968,8,1,5,0
49,281038,360708,1,0.2864,1,2,1,7,7,1.2835,1.651,32,2,0,1
27,13575,336664,24,0.1353,1,6,0,5,4,1.0333,1.1731,14,4,2,0
56,146458,205717,1,0.1267,0,4,0,1,0,1.4046,1.5825,14,3,1,1
30,256469,160761,6,0.1736,0,2,0,9,9,0.1045,0.1226,14,3,3,0
19,166996,345225,24,0.1189,0,7,0,9,8,0.0861,0.0964,49,0,15,0
40,67732,330284,1,0.1099,0,8,0,1,1,4.8763,5.4121,48,4,0,1
57,226761,263792,36,0.1988,0,5,0,7,7,0.0323,0.0387,44,3,16,0
20,198918,404596,12,0.2478,0,1,1,7,6,0.1695,0.2115,35,0,4,1
38,267101,425432,6,0.1804,3,1,1,4,2,0.2655,0.3134,51,2,1,1
27,162495,457879,1,0.1436,3,1,0,1,0,2.8178,3.2223,55,4,0,1
20,229301,121456,6,0.1377,3,7,1,3,1,0.0883,0.1004,24,4,6,1
32,299483,214291,36,0.1893,0,1,0,4,4,0.0199,0.0236,55,4,20,0
27,44913,146066,3,0.1693,2,3,0,0,0,1.0841,1.2676,32,4,0,1
64,23102,489631,24,0.1537,1,6,0,8,6,0.8831,1.0188,26,4,20,1
26,296626,87539,12,0.1325,0,2,0,5,4,0.0246,0.0279,50,0,10,0
33,256041,261745,12,0.179,1,3,0,5,4,0.0852,0.1004,37,0,7,0
41,250738,250562,36,0.2214,0,5,0,1,0,0.0278,0.0339,32,3,20,1
37,183813,282467,6,0.1891,2,5,1,6,5,0.2561,0.3045,8,2,0,0
47,259372,423418,12,0.2153,0,0,0,1,0,0.136,0.1653,10,3,3,1
30,197242,121777,6,0.2142,1,0,1,3,1,0.1029,0.1249,29,0,0,1
18,134737,173242,18,0.2359,0,9,1,2,1,0.0714,0.0883,26,1,9,1
21,65795,458447,12,0.2667,0,7,0,6,4,0.5807,0.7355,39,1,9,0
24,278762,384951,24,0.1773,3,5,0,7,6,0.0575,0.0677,41,1,7,0
53,63139,254871,18,0.1744,1,1,0,1,0,0.2243,0.2634,24,0,6,0
38,214071,203752,12,0.2971,1,4,0,0,0,0.0793,0.1029,4,2,10,0
47,9960,425747,24,0.194,0,5,0,8,7,1.7811,2.1266,48,3,19,1
56,293683,258987,36,0.1488,1,5,1,0,0,0.0245,0.0281,29,2,32,0
44,248574,308253,12,0.1617,2,3,0,5,3,0.1033,0.12,21,2,8,0
43,97295,486170,36,0.1451,0,6,0,1,1,0.1388,0.1589,48,0,24,0
36,189348,88575,3,0.2801,1,7,0,9,9,0.1559,0.1996,29,4,2,0
31,167895,314392,18,0.2578,0,0,0,0,0,0.104,0.1308,43,3,15,1
57,267031,327748,6,0.2174,2,1,0,1,0,0.2046,0.249,36,1,5,0
59,173543,265598,18,0.2651,3,0,0,8,6,0.085,0.1076,12,0,7,0
48,166278,113475,3,0.1608,0,7,0,9,9,0.2275,0.264,4,4,0,0
24,84006,469195,6,0.1192,1,8,1,7,7,0.9309,1.0418,46,4,0,1
50,103032,36400,3,0.2383,3,6,0,8,8,0.1178,0.1458,37,0,1,0
26,37556,131266,3,0.1481,0,5,0,8,6,1.1651,1.3376,35,0,2,1
19,269566,484125,24,0.1963,0,7,0,2,1,0.0748,0.0895,32,0,12,0
53,151376,165221,3,0.1143,0,9,0,6,6,0.3638,0.4054,48,4,0,0
24,190796,203419,1,0.2724,0,9,0,9,8,1.0662,1.3566,15,2,1,1
22,42903,418928,24,0.1276,0,4,0,8,6,0.4069,0.4588,35,2,17,0
39,113281,46248,18,0.2655,0,1,0,8,8,0.0227,0.0287,51,1,5,0
51,216179,15642,36,0.1882,0,5,1,6,6,0.002,0.0024,37,0,20,0
33,50361,229195,12,0.2542,0,1,0,2,2,0.3793,0.4757,59,3,12,1
31,211468,274391,24,0.1844,2,1,0,3,2,0.0541,0.064,47,1,18,0
26,208364,431963,6,0.2817,3,3,0,4,2,0.3455,0.4428,15,1,0,0
23,106564,204277,1,0.1895,2,6,0,4,4,1.9169,2.2802,44,4,0,1
62,295625,332488,18,0.1283,0,1,0,7,5,0.0625,0.0705,48,0,7,0
54,270228,140978,1,0.1421,0,8,0,1,0,0.5217,0.5958,34,3,0,0
58,62813,485536,6,0.1098,2,2,0,3,1,1.2883,1.4298,32,2,5,1
19,157610,214041,24,0.2475,2,5,0,8,6,0.0566,0.0706,12,4,24,0
54,259787,372912,6,0.2312,1,0,1,8,7,0.2392,0.2945,26,3,2,1
61,96681,386138,3,0.2732,2,2,0,4,2,1.3313,1.695,40,2,3,1
59,123336,78190,24,0.1982,1,7,0,8,6,0.0264,0.0317,54,2,4,0
59,192037,60465,12,0.2112,2,0,0,1,0,0.0262,0.0318,11,0,10,0
36,181699,420132,24,0.1375,3,7,0,3,1,0.0963,0.1096,8,0,24,1
60,215891,314566,6,0.2627,0,3,0,2,2,0.2428,0.3066,17,2,1,0
61,105866,398121,1,0.249,0,5,0,2,2,3.7606,4.6968,18,1,1,1
34,40342,392211,24,0.1366,2,4,0,1,1,0.4051,0.4604,39,2,4,0
18,197410,200469,18,0.1544,0,0,1,5,3,0.0564,0.0651,47,2,12,1
21,124934,69456,3,0.2157,0,1,1,6,4,0.1853,0.2253,50,2,1,0
54,107126,331476,6,0.2434,3,8,1,9,9,0.5157,0.6412,58,1,4,1
47,297608,105858,6,0.1699,1,2,0,3,1,0.0593,0.0694,43,3,5,0
63,299381,174851,24,0.2478,0,9,0,8,7,0.0243,0.0304,33,4,7,0
47,58247,25625,12,0.1209,2,0,0,7,5,0.0367,0.0411,18,2,3,0
46,131648,413690,6,0.1275,0,9,0,4,2,0.5237,0.5905,27,0,5,0
63,170901,57217,12,0.121,0,0,1,3,1,0.0279,0.0313,22,0,12,1
38,19108,310140,6,0.1617,2,4,0,5,3,2.7051,3.1425,9,4,2,1
20,223964,136578,12,0.2703,0,5,1,3,3,0.0508,0.0646,48,4,4,1
42,206784,171491,36,0.1407,0,1,0,1,1,0.023,0.0263,50,2,29,0
20,171490,42471,3,0.1088,0,4,1,1,0,0.0826,0.0915,35,4,0,1
28,67613,200084,6,0.1486,0,1,0,6,5,0.4932,0.5665,45,4,5,1
56,122450,352329,1,0.207,2,1,0,0,0,2.8773,3.4729,59,2,0,0
63,173722,137056,12,0.2826,0,1,0,9,8,0.0657,0.0843,28,3,5,0
54,119310,350553,6,0.2585,2,1,0,5,3,0.4897,0.6163,13,1,6,0
38,108100,412545,3,0.1629,0,0,0,2,2,1.2721,1.4794,48,3,3,1
62,16251,231479,3,0.1815,2,6,0,9,9,4.748,5.6097,36,1,0,0
31,269753,411779,3,0.175,1,0,1,1,0,0.5088,0.5979,46,3,0,1
56,215888,228321,36,0.1026,0,3,0,5,4,0.0294,0.0324,23,3,29,0
59,200655,205586,3,0.2819,1,3,0,7,5,0.3415,0.4378,53,0,3,0
48,20734,382249,12,0.1226,0,6,0,8,8,1.5363,1.7247,44,3,10,1
57,35065,478214,3,0.1317,0,2,1,2,2,4.546,5.1445,52,2,3,1
44,106120,438365,36,0.2002,0,7,0,9,8,0.1147,0.1377,48,0,29,0
34,294132,103681,1,0.2875,3,4,0,5,5,0.3525,0.4539,18,4,1,1
41,58888,379366,3,0.2894,0,4,0,6,4,2.1474,2.7688,40,4,2,1
52,118946,231775,12,0.1587,0,8,0,7,7,0.1624,0.1882,36,2,10,0
36,293195,180933,36,0.1471,3,4,0,8,7,0.0171,0.0197,35,2,18,0
51,230726,469811,24,0.163,1,7,0,3,1,0.0848,0.0987,1,2,11,0
20,127392,234062,12,0.225,1,6,0,5,5,0.1531,0.1876,47,0,3,0
35,107375,42268,12,0.2967,3,6,1,5,4,0.0328,0.0425,36,1,0,1
