age,monthly_income,loan_amount,repayment_period,credit_history,debt_to_income_ratio,past_default_flag,previous_loan_count,on_time_repayment_count,fraud_score,recent_application_count,kyc_face_verified,ocr_id_verified,id_reuse_flag,approved
37,8432,399396,24,4,1.9736,0,3,2,0.2462,2,1,1,0,0
18,42690,341432,1,9,7.9979,1,2,1,0.069,0,1,1,0,0
54,17994,293657,3,5,5.4399,0,9,9,0.122,2,1,1,0,0
26,118533,104725,18,3,0.0491,0,7,6,0.0498,3,1,1,0,1
34,171714,18879,36,1,0.0031,0,8,7,0.2171,0,1,0,1,0
26,5947,353042,6,4,9.8941,0,4,4,0.172,3,1,1,0,0
28,41467,324977,12,0,0.6531,0,1,1,0.1849,0,1,1,0,1
32,13763,15316,6,6,0.1855,0,3,1,0.0902,3,1,1,0,0
41,394261,487396,36,8,0.0343,0,9,7,0.0573,0,1,1,0,1
55,113112,470651,12,2,0.3467,0,7,6,0.0876,3,1,1,0,1
52,88414,156597,6,5,0.2952,1,1,0,0.0948,1,1,1,0,1
47,108145,268522,18,8,0.1379,0,8,8,0.0288,3,1,1,0,1
48,3687,180741,18,3,2.7234,0,4,2,0.1584,3,1,1,0,0
22,104606,396793,3,5,1.2644,0,6,4,0.11,1,0,1,0,0
61,87583,153762,18,2,0.0975,0,4,3,0.0133,2,0,1,0,1
31,69607,369581,12,8,0.4425,1,2,2,0.0211,0,1,1,0,1
28,281360,231611,3,6,0.2744,1,1,1,0.1622,3,1,1,0,1
26,98697,247818,36,6,0.0697,0,2,0,0.1031,2,1,1,0,1
51,39280,190586,18,3,0.2696,0,1,0,0.127,4,0,1,0,0
29,481638,213249,1,5,0.4428,0,1,0,0.1432,2,1,1,0,1
52,297305,455178,36,7,0.0425,0,1,0,0.354,4,1,1,0,1
52,5624,463411,12,5,6.8666,1,1,0,0.0557,0,1,1,0,0
18,105724,78383,36,5,0.0206,1,7,5,0.0183,4,1,1,0,1
57,156404,350432,36,3,0.0622,0,4,3,0.2724,1,1,1,0,1
39,23888,345120,3,7,4.8158,0,8,8,0.2887,1,0,1,0,0
46,113941,469836,12,9,0.3436,1,4,3,0.1616,2,1,1,0,1
25,9694,336152,3,7,11.5588,0,0,0,0.2178,1,1,1,0,0
28,51355,413169,12,8,0.6704,0,7,5,0.127,1,1,1,0,1
58,96202,195260,1,5,2.0297,0,2,2,0.1137,2,0,1,0,0
54,2758,218072,36,1,2.1964,0,9,8,0.416,3,1,1,0,0
31,90675,193872,18,3,0.1188,0,9,7,0.0189,0,1,1,0,1
47,46769,245972,6,3,0.8765,0,1,1,0.116,4,1,1,0,0
52,101153,351441,36,7,0.0965,0,5,3,0.1451,2,1,0,1,0
38,108616,347012,6,4,0.5325,0,3,3,0.0961,1,1,1,0,1
54,50285,345286,6,3,1.1444,0,3,1,0.0325,4,1,1,1,0
22,8058,436815,36,7,1.5058,0,8,6,0.2567,3,1,1,0,0
36,811,357678,3,2,147.0111,0,9,9,0.0815,0,1,1,0,0
31,14837,38985,18,1,0.146,0,7,7,0.075,0,0,1,0,0
43,9500,407753,36,3,1.1923,0,2,0,0.0347,1,0,1,0,0
21,143344,305861,24,0,0.0889,0,8,8,0.1056,3,1,1,0,1
42,80464,403243,3,0,1.6705,0,0,0,0.2305,0,1,1,0,0
62,18910,396752,36,4,0.5828,0,6,4,0.0816,4,1,1,0,0
59,90757,265669,36,0,0.0813,0,6,5,0.4029,4,1,0,0,0
42,139444,141248,3,3,0.3376,0,1,0,0.0309,1,1,1,0,1
35,127175,215349,36,7,0.047,0,6,4,0.404,3,1,1,0,1
57,34534,71423,3,7,0.6894,1,6,6,0.5443,4,1,1,0,0
25,141441,90642,36,1,0.0178,0,8,7,0.1006,0,1,1,0,1
56,64757,81383,24,2,0.0524,0,5,5,0.0165,4,0,1,0,1
57,120296,339932,36,2,0.0785,0,9,9,0.1198,0,1,1,0,1
31,93094,71013,3,0,0.2543,0,9,7,0.0738,3,1,0,0,1
49,95905,125326,18,2,0.0726,1,8,6,0.1018,1,0,1,0,0
55,62046,280899,36,7,0.1258,0,2,0,0.1494,1,1,1,0,1
50,265900,282752,6,5,0.1772,0,7,7,0.032,1,1,1,0,1
40,24759,117562,12,4,0.3957,0,3,3,0.2662,2,1,1,0,1
32,21412,60843,3,9,0.9472,0,0,0,0.5761,1,1,1,0,0
50,416496,315657,36,8,0.0211,0,6,6,0.211,1,1,1,0,1
42,79908,475847,18,6,0.3308,0,2,1,0.3599,0,0,1,0,0
34,23507,334784,1,5,14.2419,0,3,2,0.061,3,1,1,0,0
50,30369,362590,12,4,0.995,1,2,1,0.1221,3,1,1,0,0
64,183616,414909,3,4,0.7532,0,5,5,0.0849,4,0,1,0,0
19,201298,452124,3,9,0.7487,0,9,8,0.1345,1,0,1,0,1
31,107542,489155,36,8,0.1263,0,0,0,0.1096,3,1,1,0,1
57,95236,275870,12,9,0.2414,0,9,7,0.1036,3,1,1,0,1
57,139661,270042,12,5,0.1611,0,6,4,0.2043,3,1,1,0,1
56,145104,84508,3,3,0.1941,1,9,8,0.0594,3,1,1,0,0
23,46440,439161,18,3,0.5254,1,7,6,0.0606,0,1,1,0,1
23,50183,177756,1,3,3.5422,0,2,2,0.1092,1,1,0,0,0
20,96435,251758,36,5,0.0725,0,8,6,0.2242,3,1,1,0,1
24,57008,176946,18,0,0.1724,0,1,1,0.0545,0,1,1,0,1
25,129515,210290,24,8,0.0677,0,9,8,0.191,2,1,1,0,1
59,138183,333022,6,1,0.4017,0,9,9,0.4034,4,0,0,0,0
32,141938,311152,6,1,0.3654,0,8,6,0.3398,0,1,1,0,1
64,130503,397578,6,4,0.5078,0,4,4,0.2023,4,0,1,0,0
46,54798,81119,3,3,0.4934,0,5,5,0.0851,4,1,1,0,1
50,54941,428620,36,2,0.2167,0,1,0,0.0332,2,1,1,0,1
47,192446,405320,36,4,0.0585,0,4,3,0.3174,2,1,1,0,1
56,9727,158120,1,6,16.2558,1,5,4,0.1386,2,1,0,0,0
44,80363,252987,1,9,3.1481,1,4,3,0.0763,0,1,1,0,0
53,8637,18628,36,1,0.0599,1,3,1,0.1457,2,1,1,0,0
46,60215,340609,24,5,0.2357,0,7,5,0.3995,3,1,1,0,1
55,23828,93210,3,3,1.3039,0,1,1,0.3657,0,1,1,1,0
50,192616,110093,3,1,0.1905,0,0,0,0.4994,1,1,1,0,0
54,74768,407484,3,0,1.8167,1,1,1,0.0829,2,0,1,0,0
44,53097,350370,1,7,6.5987,0,3,2,0.1076,0,1,1,0,0
50,11801,358900,3,4,10.1376,0,0,0,0.0946,2,1,1,0,0
21,126706,65734,12,9,0.0432,0,8,8,0.0556,4,0,0,0,0
39,77583,404920,12,1,0.4349,1,0,0,0.2515,3,1,1,0,0
19,8469,71050,12,7,0.6991,1,4,4,0.0894,4,1,1,0,0
27,99411,113726,3,2,0.3813,0,7,5,0.2944,2,1,1,0,1
22,8148,419050,12,6,4.2858,1,8,8,0.2656,0,1,1,0,0
27,31641,49308,36,1,0.0433,0,8,6,0.384,3,1,1,0,0
50,207135,216350,24,6,0.0435,0,7,6,0.0462,4,1,1,0,1
55,143404,97428,3,3,0.2265,0,5,3,0.2936,3,0,1,0,0
30,327306,192809,24,9,0.0245,0,5,4,0.1929,3,1,1,0,1
48,11846,455338,12,0,3.2032,0,8,6,0.3866,2,1,1,0,0
64,136773,225595,3,4,0.5498,1,1,0,0.0253,3,1,0,0,0
53,61211,170455,18,3,0.1547,0,2,1,0.0478,1,1,1,0,1
62,78472,51420,6,7,0.1092,1,5,3,0.167,1,1,0,0,1
41,46346,386963,18,0,0.4639,0,7,6,0.1424,4,1,1,0,1
32,96196,146912,6,1,0.2545,0,6,6,0.1559,4,1,1,0,1
46,119451,101680,6,4,0.1419,0,7,7,0.1239,0,1,1,0,1
25,64738,25771,12,9,0.0332,1,4,3,0.0097,2,1,1,0,1
22,45242,422949,6,9,1.5581,0,8,7,0.1944,4,1,0,0,0
46,51373,282624,6,1,0.9169,0,5,4,0.0849,0,1,1,0,1
64,146145,86555,18,0,0.0329,0,9,7,0.314,4,1,1,0,1
21,135623,17945,6,5,0.0221,1,1,1,0.0073,0,1,1,0,1
29,125013,12641,3,9,0.0337,0,5,4,0.0944,2,1,1,0,1
62,17016,16232,24,3,0.0397,0,3,2,0.1458,2,1,1,0,1
19,176168,176398,36,4,0.0278,0,4,2,0.137,4,1,1,0,1
44,22274,208923,24,2,0.3908,0,4,4,0.1789,1,1,1,0,1
48,30748,438067,3,9,4.749,0,0,0,0.0894,3,1,0,1,0
53,26826,418831,36,5,0.4337,0,9,9,0.0066,4,1,1,0,1
53,243773,286399,12,3,0.0979,1,4,2,0.2234,0,1,1,0,1
43,144288,162781,36,5,0.0313,0,9,9,0.1314,2,1,0,0,1
60,169340,232880,36,4,0.0382,0,8,7,0.1173,4,1,1,0,1
44,118078,319317,18,1,0.1502,0,7,6,0.1979,2,0,1,0,1
22,63969,351035,36,3,0.1524,1,7,7,0.1588,4,1,0,1,0
37,11577,451244,36,1,1.0827,0,2,0,0.3672,2,1,0,1,0
28,82309,485115,1,4,5.8938,1,8,6,0.2087,1,1,0,0,0
27,139724,404284,24,2,0.1206,1,8,6,0.1085,0,1,0,0,1
57,10265,381929,18,5,2.0671,0,9,7,0.1073,4,0,1,0,0
55,104047,436305,24,4,0.1747,0,6,5,0.2128,2,1,1,0,1
23,172551,371903,1,1,2.1553,0,5,5,0.0633,4,1,1,0,0
25,136863,46832,6,9,0.057,0,8,7,0.1845,0,1,1,0,1
40,48478,269966,1,7,5.5688,1,5,5,0.2482,4,1,1,0,0
64,4223,252638,6,5,9.9707,1,2,2,0.1127,3,1,0,0,0
43,5086,21893,24,8,0.1794,0,5,3,0.2739,2,0,1,0,0
63,239129,127901,36,2,0.0149,0,1,0,0.1343,0,1,1,0,1
60,89534,341177,18,3,0.2117,0,1,1,0.2728,1,1,1,0,1
29,6691,491553,18,7,4.0814,0,6,6,0.2785,3,1,1,0,0
43,66818,277395,12,6,0.346,0,7,7,0.0693,4,1,1,1,0
30,126910,89106,24,7,0.0293,0,6,5,0.0472,4,1,1,0,1
57,7397,306289,12,8,3.4506,0,4,4,0.0843,3,1,0,0,0
35,72748,256596,36,7,0.098,0,3,2,0.0073,1,1,1,0,1
42,63807,86480,24,7,0.0565,0,7,7,0.1212,1,1,1,1,0
50,22140,72215,36,5,0.0906,1,8,6,0.0137,4,1,1,0,1
64,7255,183909,6,1,4.2249,0,6,6,0.0187,4,1,0,0,0
57,165795,40380,24,6,0.0101,0,0,0,0.3803,1,1,1,0,1
60,86206,284349,24,3,0.1374,0,3,2,0.3512,1,1,1,0,1
29,35491,213880,6,2,1.0044,0,3,3,0.2338,1,0,1,0,0
61,190759,320103,3,3,0.5593,0,9,8,0.0881,4,1,1,0,1
53,484345,330092,36,3,0.0189,0,2,1,0.2819,2,1,1,0,1
21,144101,199857,3,2,0.4623,0,3,1,0.2501,3,0,0,0,0
22,31997,461991,24,8,0.6016,1,8,6,0.1702,1,0,1,0,0
54,146940,185426,3,2,0.4206,0,0,0,0.1279,4,1,1,0,0
25,6408,107177,18,1,0.9292,0,1,0,0.1668,0,1,1,0,0
59,149321,472366,24,0,0.1318,0,6,5,0.338,4,1,1,0,1
45,11928,220885,1,0,18.5182,0,8,8,0.172,2,1,1,0,0
48,49512,337515,6,4,1.1361,0,6,5,0.1592,2,1,1,0,0
26,277091,161100,12,4,0.0484,0,0,0,0.0413,1,1,1,0,1
46,164475,458298,6,8,0.4644,0,6,6,0.1659,3,0,1,0,1
31,11642,323036,24,3,1.1561,0,5,4,0.0472,4,0,1,0,0
57,5722,146875,1,4,25.6685,0,0,0,0.0295,3,1,0,0,0
58,65665,79331,6,5,0.2014,0,0,0,0.0169,0,1,1,0,1
39,108542,389829,12,9,0.2993,0,1,1,0.2443,3,1,1,0,1
28,56423,113745,12,6,0.168,0,5,5,0.0599,3,1,1,1,0
40,442446,147725,1,8,0.3339,1,3,1,0.3499,1,1,1,0,1
18,55565,366633,12,5,0.5499,0,3,1,0.0032,0,1,1,0,1
63,83811,21674,18,0,0.0144,0,5,5,0.245,2,1,1,0,1
54,8757,480278,12,7,4.5704,0,8,8,0.0616,3,1,1,0,0
38,15824,43345,36,1,0.0761,1,0,0,0.2037,0,1,0,0,0
43,132718,40920,1,8,0.3083,1,1,0,0.1071,0,0,1,0,0
63,116408,164686,1,6,1.4147,0,7,7,0.0586,2,1,0,0,0
53,445871,282112,6,6,0.1055,0,7,6,0.1539,1,1,1,0,1
40,118068,84521,12,9,0.0597,0,5,3,0.626,0,0,1,0,1
18,130016,375246,12,9,0.2405,0,5,5,0.1001,2,1,1,0,1
57,24982,120630,24,4,0.2012,0,7,6,0.2351,4,1,1,0,1
32,85210,317994,24,7,0.1555,0,1,0,0.074,0,1,0,0,1
38,162121,194220,1,9,1.198,0,1,1,0.1381,4,0,1,0,0
64,3207,192733,24,0,2.5041,0,0,0,0.624,4,1,0,0,0
26,24695,280335,6,2,1.892,0,5,5,0.1968,0,0,1,0,0
26,141854,372299,36,8,0.0729,0,5,4,0.5338,2,1,1,0,1
27,9609,123033,6,0,2.134,0,5,4,0.3319,4,1,1,0,0
43,417871,369754,18,7,0.0492,0,1,1,0.032,1,0,1,0,1
58,133013,118415,36,5,0.0247,1,6,4,0.1948,3,0,1,0,0
52,1281,243294,18,9,10.5514,0,2,2,0.1326,4,1,1,0,0
42,121683,360588,1,4,2.9633,0,0,0,0.1104,4,1,1,0,0
43,16214,453826,6,5,4.665,0,0,0,0.2956,3,0,1,0,0
28,38940,46252,6,4,0.198,0,8,7,0.0709,2,1,1,0,1
55,58337,95608,18,8,0.091,0,2,1,0.0666,1,1,1,0,1
19,73414,144165,36,1,0.0545,0,7,5,0.0496,1,1,1,1,0
24,116440,336845,24,9,0.1205,1,9,8,0.2344,4,1,1,0,1
35,118569,376532,18,5,0.1764,1,6,6,0.1871,0,0,1,0,1
44,221207,349235,1,3,1.5788,1,1,0,0.2155,0,1,1,0,0
51,13159,289169,36,2,0.6104,1,1,0,0.0351,4,1,0,0,0
44,78328,472326,6,4,1.005,0,3,1,0.1157,0,1,1,0,0
34,33,166408,1,1,5042.6667,1,1,1,0.1114,1,1,1,0,0
60,10944,354578,18,2,1.8,0,4,4,0.2011,1,1,1,0,0
61,267933,288580,12,6,0.0898,1,9,7,0.2399,3,1,1,0,1
41,52177,305834,18,0,0.3256,0,6,4,0.1029,1,1,0,0,1
42,198742,482573,6,1,0.4047,1,1,1,0.1775,2,1,1,0,0
24,7644,202512,1,2,26.4929,0,8,8,0.2288,1,1,1,0,0
23,170333,495453,24,9,0.1212,0,0,0,0.0974,4,1,1,0,1
41,132744,160166,24,6,0.0503,0,1,1,0.0398,0,0,1,0,1
50,14107,195471,6,3,2.3094,0,6,4,0.0404,0,1,1,0,0
46,43561,5509,18,7,0.007,0,4,3,0.0721,1,0,1,0,1
60,174340,202134,18,7,0.0644,1,0,0,0.2337,1,1,1,0,0
39,37106,301821,3,0,2.7113,0,3,3,0.0586,0,0,1,0,0
43,32131,186573,18,4,0.3226,1,7,5,0.1775,0,1,1,0,1
45,36385,168007,6,0,0.7696,1,4,4,0.122,1,1,1,0,0
38,10429,76646,36,6,0.2041,0,1,0,0.1511,2,1,1,0,0
24,32881,123294,36,3,0.1042,0,8,8,0.1365,2,1,1,0,1
34,7623,231716,1,7,30.397,0,0,0,0.1975,0,1,1,0,0
37,105791,385841,1,7,3.6472,0,0,0,0.1428,3,0,1,0,0
58,20100,68050,3,8,1.1285,0,9,9,0.3965,2,1,1,0,0
37,441171,149867,24,5,0.0142,0,4,3,0.0553,4,1,0,0,1
39,78308,94148,6,6,0.2004,0,8,8,0.1051,0,1,1,0,1
45,11494,41492,18,6,0.2005,0,5,5,0.0291,2,1,0,0,1
57,114599,398383,12,4,0.2897,0,4,4,0.3418,1,1,1,0,1
24,10903,83942,1,6,7.699,0,5,4,0.2617,3,1,1,0,0
18,94509,357883,6,8,0.6311,1,5,3,0.1038,1,1,0,0,0
49,354175,240854,36,3,0.0189,0,8,7,0.0402,1,0,1,0,1
30,387401,446126,3,1,0.3839,0,8,7,0.3816,3,0,1,0,0
47,140533,357928,12,7,0.2122,0,4,3,0.0371,0,1,1,1,0
40,65185,373411,24,6,0.2387,1,3,1,0.0335,1,1,0,0,1
36,11538,403520,6,5,5.8289,0,0,0,0.401,0,1,1,0,0
49,141525,60289,18,6,0.0237,0,5,4,0.1191,0,1,1,0,1
47,147692,5808,24,2,0.0016,0,6,6,0.1415,0,1,0,0,1
46,479387,94991,36,5,0.0055,1,6,5,0.1179,1,1,1,0,1
62,72022,337513,1,9,4.6862,1,0,0,0.2158,0,1,0,0,0
46,362873,295041,36,6,0.0226,0,5,4,0.2322,1,0,1,0,1
47,144236,368181,18,6,0.1418,0,7,6,0.1063,0,1,1,0,1
33,24745,470181,3,4,6.3337,0,2,1,0.1282,4,1,1,0,0
57,362313,399123,1,2,1.1016,0,0,0,0.3584,1,1,1,0,0
36,48868,78214,12,1,0.1334,0,6,4,0.0274,4,1,1,0,1
35,69261,331905,1,6,4.7921,0,3,3,0.2332,0,0,1,0,0
18,308874,395230,36,3,0.0355,1,4,4,0.1825,1,0,0,0,0
31,144800,73304,18,1,0.0281,1,1,0,0.0092,3,0,1,1,0
64,40800,366906,24,7,0.3747,0,6,5,0.1739,4,0,1,0,0
19,18886,461773,6,1,4.0751,0,0,0,0.2432,2,1,1,0,0
45,493033,446044,36,5,0.0251,0,3,1,0.4542,2,1,1,0,1
47,223210,59884,6,3,0.0447,0,7,5,0.1347,3,1,1,0,1
55,347717,233482,6,8,0.1119,1,6,6,0.0688,3,1,1,0,1
21,78865,337542,36,4,0.1189,1,6,4,0.252,2,1,1,0,1
18,179941,110265,36,3,0.017,0,6,5,0.0255,1,1,0,0,1
25,150135,200192,36,7,0.037,0,4,2,0.0227,0,1,1,0,1
46,31089,5942,3,2,0.0637,1,9,9,0.3356,1,1,1,0,0
56,48800,63681,3,8,0.435,0,2,2,0.3202,2,1,1,0,1
20,1384,493797,6,7,59.465,1,9,8,0.1614,4,1,1,0,0
49,146283,102347,12,7,0.0583,0,6,4,0.2241,4,0,1,1,0
27,71232,8370,18,9,0.0065,0,7,6,0.1879,0,0,1,1,0
27,59420,438348,12,4,0.6148,0,6,4,0.0337,0,0,1,0,0
36,8360,407888,36,0,1.3553,0,5,4,0.1724,2,1,1,0,0
63,107035,185006,36,9,0.048,0,8,7,0.0681,2,1,1,0,1
51,5813,319353,6,8,9.1563,0,5,4,0.0609,0,1,1,0,0
50,189434,74905,18,1,0.022,1,4,4,0.1545,4,1,1,0,1
40,156055,402683,3,0,0.8601,0,5,5,0.0146,3,1,0,0,0
45,128435,421151,1,5,3.2791,0,9,7,0.1687,3,1,1,0,0
49,100366,309865,1,0,3.0874,1,3,3,0.2267,3,1,1,0,0
24,6905,86401,18,9,0.6952,1,5,4,0.0868,4,1,1,0,0
46,18098,456446,12,9,2.1017,0,3,3,0.1324,1,1,1,0,0
25,121173,12551,18,9,0.0058,1,4,4,0.0582,1,1,1,0,1
18,93672,186996,12,6,0.1664,1,5,3,0.2425,4,1,0,0,0
20,53244,442868,36,6,0.231,0,0,0,0.0919,1,0,1,0,1
41,69333,305528,24,0,0.1836,0,5,5,0.2326,3,1,1,0,1
40,114446,55488,12,9,0.0404,0,5,5,0.2382,4,1,1,0,1
25,5083,360097,1,4,70.8434,0,0,0,0.2312,0,0,1,1,0
64,105744,180669,3,2,0.5695,0,6,4,0.137,4,1,0,0,0
54,132286,185346,6,1,0.2335,0,9,8,0.039,2,1,1,0,1
20,90028,118648,36,4,0.0366,1,4,2,0.0805,3,0,1,0,0
50,83400,139969,3,4,0.5594,0,7,6,0.2502,3,1,1,0,1
45,147526,462221,6,1,0.5222,0,4,3,0.0799,2,1,1,0,1
64,510,225269,24,5,18.4043,0,9,9,0.3687,3,1,1,0,0
25,66001,310748,1,6,4.7082,0,4,4,0.2636,2,1,1,0,0
51,197469,230005,36,0,0.0324,0,1,1,0.2391,2,1,1,0,1
52,142874,40819,6,2,0.0476,0,3,3,0.2371,3,1,1,0,1
49,2228,372012,24,3,6.9571,0,3,3,0.1012,4,1,1,0,0
41,95781,119756,36,1,0.0347,1,9,8,0.126,2,1,1,0,1
31,51527,219435,12,9,0.3549,0,9,9,0.0887,0,1,1,0,1
49,103849,141854,18,4,0.0759,1,7,7,0.0924,2,1,0,0,0
63,111083,31398,36,3,0.0079,0,2,2,0.145,0,1,1,0,1
60,96219,316676,36,1,0.0914,0,0,0,0.3181,4,0,1,0,0
33,134783,288832,6,0,0.3572,0,6,4,0.194,2,1,1,0,1
21,339631,419860,3,7,0.4121,0,8,6,0.1394,2,0,1,0,1
54,65126,475755,1,1,7.3051,1,5,5,0.2022,2,1,1,0,0
38,469167,495065,1,3,1.0552,0,1,0,0.242,0,1,0,0,0
31,102048,434649,36,9,0.1183,0,1,0,0.3125,4,1,1,0,1
48,108740,152105,36,4,0.0389,0,0,0,0.2395,3,1,1,1,0
35,186263,445182,24,1,0.0996,0,5,4,0.0404,1,1,1,1,0
24,136284,135979,18,9,0.0554,1,7,6,0.052,2,1,1,0,1
27,280637,168571,12,8,0.0501,1,0,0,0.2657,2,1,1,0,1
24,167846,224376,36,1,0.0371,0,0,0,0.1725,2,1,1,0,1
50,86591,475035,12,5,0.4572,1,0,0,0.1676,3,1,0,0,0
40,17127,74221,1,6,4.3336,0,9,8,0.1994,4,0,1,0,0
38,1274,140345,12,5,9.1801,0,4,2,0.035,0,1,1,0,0
36,64431,194491,36,3,0.0838,0,6,4,0.0808,3,1,1,0,1
36,6687,307810,36,0,1.2786,0,3,1,0.0634,4,1,1,0,0
53,86975,145550,24,1,0.0697,0,0,0,0.0472,1,1,1,0,1
46,45921,359124,18,9,0.4345,0,0,0,0.1541,4,1,1,0,1
35,114265,208976,1,9,1.8289,1,9,7,0.3648,4,1,1,0,0
19,103747,338697,12,5,0.2721,0,2,2,0.3032,0,1,1,0,1
18,32601,383701,6,7,1.9616,0,4,2,0.0082,4,1,1,1,0
64,108332,112925,6,2,0.1737,0,4,2,0.1672,4,1,0,0,1
22,2006,359359,24,6,7.4643,0,8,7,0.1268,2,0,1,0,0
37,478480,9273,12,8,0.0016,0,8,6,0.1099,0,1,1,0,1
28,291172,312389,6,3,0.1788,0,8,8,0.1181,4,1,1,0,1
59,145439,353250,18,6,0.1349,0,7,7,0.0825,4,0,1,0,1
19,134277,178472,3,6,0.443,0,8,6,0.0884,2,0,1,0,1
20,45383,492862,18,9,0.6033,1,7,7,0.1826,0,1,1,0,0
40,370771,40708,24,8,0.0046,1,7,7,0.0975,1,1,1,0,1
29,14360,33552,18,2,0.1298,0,7,7,0.1181,0,1,1,0,1
37,128838,183632,12,0,0.1188,0,7,7,0.0627,3,1,1,0,1
22,19841,289574,36,7,0.4054,0,4,4,0.1009,4,1,0,0,1
54,119364,160647,18,3,0.0748,1,9,7,0.1932,3,0,0,0,0
55,75155,59433,12,1,0.0659,0,2,2,0.3493,3,1,1,0,1
47,71313,312919,1,4,4.388,0,3,3,0.2346,1,1,1,0,0
26,131273,493387,12,3,0.3132,0,8,6,0.0262,4,1,1,0,1
51,326534,44436,24,0,0.0057,1,6,5,0.3127,0,1,1,0,1
61,46976,184696,12,6,0.3276,0,8,8,0.2583,2,1,1,0,1
52,119405,165010,1,3,1.3819,0,6,5,0.1274,4,1,1,0,0
39,2569,27358,36,7,0.2958,0,7,6,0.056,3,0,1,0,0
61,17473,140841,3,8,2.6868,0,2,0,0.0061,3,0,1,0,0
41,43715,336939,24,7,0.3212,1,7,6,0.1505,4,1,1,0,1
34,52317,100819,1,0,1.9271,1,3,2,0.0872,1,1,1,0,0
27,80516,358409,12,7,0.371,0,5,4,0.1993,0,1,1,0,1
47,69604,74728,24,4,0.0447,0,0,0,0.2211,2,1,1,0,1
63,495135,101502,6,0,0.0342,0,1,1,0.0852,1,0,1,0,1
40,88748,280429,12,8,0.2633,0,6,4,0.0422,0,1,0,0,1
49,46971,154359,1,8,3.2863,0,5,3,0.2744,4,1,1,0,0
34,128848,310505,12,6,0.2008,1,9,7,0.1407,1,1,1,0,1
34,189397,440021,36,6,0.0645,0,4,4,0.0385,2,1,1,0,1
31,13571,32347,1,0,2.3835,0,6,5,0.1669,0,1,0,0,0
26,6667,238131,18,8,1.9843,1,1,1,0.0894,4,1,1,0,0
57,52958,403202,3,0,2.5379,1,9,8,0.0774,0,1,1,0,0
19,228976,265210,3,6,0.3861,0,3,3,0.2583,2,0,0,0,0
62,53706,43779,24,8,0.034,0,4,2,0.1239,4,1,1,0,1
42,2320,228362,1,8,98.4319,0,7,5,0.2043,3,1,1,0,0
56,99434,320858,3,4,1.0756,1,5,4,0.3321,3,1,1,0,0
26,8237,347602,6,5,7.0333,0,5,3,0.0225,1,1,1,0,0
39,366592,365355,24,1,0.0415,1,4,2,0.1663,4,1,1,0,0
60,73235,57112,6,1,0.13,0,9,9,0.1641,4,1,1,0,1
63,68964,114904,3,9,0.5554,0,4,3,0.0192,1,1,1,0,1
21,7591,371694,1,8,48.9651,0,0,0,0.0635,0,1,1,0,0
43,2489,495116,24,0,8.2884,0,3,3,0.0357,1,1,1,0,0
46,26217,111962,6,9,0.7118,1,8,6,0.0586,4,0,1,0,0
62,388860,191104,36,4,0.0137,0,1,1,0.2162,3,1,0,0,1
51,48741,489180,3,6,3.3454,0,5,4,0.2352,0,1,1,0,0
40,16408,282849,12,9,1.4365,0,1,0,0.0973,4,1,1,0,0
54,57903,239706,6,5,0.69,0,8,7,0.1806,2,0,0,0,0
28,122042,418320,18,5,0.1904,0,4,3,0.1407,3,1,1,0,1
23,442180,489784,24,5,0.0462,1,8,7,0.0828,3,1,1,0,1
35,137189,495141,6,7,0.6015,0,9,8,0.0904,1,1,1,0,1
38,359136,339600,24,6,0.0394,0,4,4,0.0845,4,1,1,0,1
59,45105,43125,3,4,0.3187,0,8,6,0.3358,4,0,1,0,0
53,84634,321996,3,9,1.2682,0,1,1,0.3983,1,1,0,1,0
58,132426,375197,24,1,0.1181,0,6,4,0.1553,4,1,1,0,1
55,33226,496361,3,9,4.9796,1,7,7,0.0472,4,0,1,0,0
51,40322,474175,1,5,11.7597,0,2,0,0.0427,3,1,1,0,0
34,132504,431542,24,9,0.1357,0,0,0,0.0508,0,0,1,0,1
54,55431,99226,1,4,1.7901,0,1,0,0.3413,2,1,1,0,0
42,109835,46536,24,3,0.0177,0,9,9,0.2205,2,1,1,0,1
55,88079,186142,12,9,0.1761,0,4,4,0.1223,0,1,1,0,1
29,38946,419315,12,4,0.8972,1,8,7,0.1012,2,1,1,0,1
40,12798,388282,6,8,5.0565,0,4,4,0.045,0,1,0,0,0
59,13795,103643,3,1,2.5044,0,0,0,0.0728,4,0,1,0,0
39,31119,427222,12,5,1.1441,0,0,0,0.1566,1,1,1,0,0
38,47813,379052,3,8,2.6426,0,1,0,0.0213,4,1,1,0,0
44,63365,247528,6,9,0.6511,0,0,0,0.1852,1,1,1,0,1
48,8217,25810,1,4,3.141,1,7,7,0.2912,0,0,1,0,0
23,53485,220322,12,5,0.3433,0,1,0,0.1513,4,1,1,0,1
44,126504,126640,18,9,0.0556,0,7,6,0.0595,0,0,0,0,1
57,31101,361038,18,3,0.6449,0,4,3,0.041,3,1,1,0,0
51,23831,491785,18,4,1.1465,0,0,0,0.2347,0,0,1,0,0
29,66897,8388,36,7,0.0035,0,3,1,0.0122,4,1,1,0,1
62,182008,382424,18,0,0.1167,0,1,0,0.0908,1,1,1,0,1
24,60924,92631,18,0,0.0845,1,5,5,0.202,3,1,1,0,1
27,53775,322391,18,9,0.3331,0,4,3,0.3867,4,1,1,0,1
